agents,solveConicGibbsGreedyDynamic
"[(0, 0.09510487406102996, 0.6660030421932358), (1, 0.5248562251377392, 0.12282989821720292), (2, 0.1975391259139786, 0.6785638827946372), (3, 0.9970438105852736, 0.8610921827413078), (4, 0.642110657847883, 0.6833760867419415), (5, 0.1705918960688212, 0.43365570130860986), (6, 0.18306111203079745, 0.38808368960850603), (7, 0.710038680210245, 0.7705298656758831), (8, 0.45993224854248616, 0.3949021564861277), (9, 0.607753875745725, 0.2811374257682283), (10, 0.675510001248495, 0.5539341342940012), (11, 0.5557425321738332, 0.44276078552960574), (12, 0.1439888699202273, 0.9819103439937839), (13, 0.2796358349522039, 0.9648908457188758), (14, 0.9402608635133083, 0.13766657266018445), (15, 0.8505915238163436, 0.5045353457451502), (16, 0.9711495240573988, 0.0777382017631646), (17, 0.6042663007419119, 0.8502021312186938), (18, 0.7150263362201011, 0.41443837685304885), (19, 0.7250935498456096, 0.7953811143346526), (20, 0.08740574977448223, 0.535741678646821), (21, 0.8871465731346193, 0.5537978282730118), (22, 0.72470262551754, 0.330047628517655), (23, 0.25447469315187254, 0.3399230472072433), (24, 0.7414868061205842, 0.6246197673842535), (25, 0.7749387580651103, 0.4557888493298453), (26, 0.45227120909020013, 0.6870651946966576), (27, 0.4878306714226781, 0.6913458653791986), (28, 0.2961108128847316, 0.7451190551761911), (29, 0.5736622466021014, 0.34581544317837165), (30, 0.6345720244745291, 0.00544319685742467), (31, 0.197700403975969, 0.09890759335762733), (32, 0.20659640103012877, 0.537561322831312), (33, 0.27237676658206367, 0.793967433801994), (34, 0.4091165659056397, 0.2590411833560331), (35, 0.35741248832657524, 0.40415141240016683), (36, 0.23319908309330217, 0.7487974005675155), (37, 0.2372550290407759, 0.945658591052485), (38, 0.9309730596757253, 0.594269718904045), (39, 0.04874373662911391, 0.7260994770034265), (40, 0.5944069159479123, 0.5176479973630437), (41, 0.5237999929027541, 0.2836364645029199), (42, 0.6646969394649836, 0.3679516551327785), (43, 0.4531729804269161, 0.1318617692071834), (44, 0.26255087698209345, 0.9050569463803008), (45, 0.30015429239565994, 0.45403323400358264), (46, 0.9873126598455199, 0.8512834048168557), (47, 0.6562705090297529, 0.5183190935051045), (48, 0.8091421424622638, 0.17543206396133282), (49, 0.08235307313673634, 0.2520407523778666)]",2.7248626693191547
"[(0, 0.6218376420592059, 0.15145426567762277), (1, 0.17011582453194118, 0.4554436431429275), (2, 0.5456694073226493, 0.6419133346974432), (3, 0.4397985049808594, 0.36243240449450154), (4, 0.5422316148475957, 0.09666328446183448), (5, 0.5507171372221833, 0.6458302225551861), (6, 0.5008939464245745, 0.8363050946367522), (7, 0.008500883774774204, 0.03393195266119009), (8, 0.6001993624541812, 0.2457453332476579), (9, 0.9233462207668217, 0.938470589037478), (10, 0.31586293237003316, 0.9872211479169211), (11, 0.062410934344203195, 0.02794631643506973), (12, 0.02240953481653951, 0.6142770534667206), (13, 0.8435851244605898, 0.9282539766318688), (14, 0.7318695734362597, 0.3038304080923273), (15, 0.5840110641313221, 0.2744105289509683), (16, 0.2668758264842621, 0.22077208356612743), (17, 0.8520322844938889, 0.6506553447119763), (18, 0.7689767318393994, 0.25642490689704633), (19, 0.9642985762251487, 0.5719534609234056), (20, 0.5299546902854233, 0.8184404663271282), (21, 0.4120818114201069, 0.7142890988188033), (22, 0.2954172944087571, 0.5118671428003023), (23, 0.20524412736598807, 0.5007595603994586), (24, 0.31122606670735686, 0.5134987919163604), (25, 0.9362443717212509, 0.33453019072633283), (26, 0.10939551815925286, 0.31438561696421385), (27, 0.37718634993328637, 0.8588004574509982), (28, 0.058499112585390756, 0.2693896536102043), (29, 0.08232565529574798, 0.9054796904662646), (30, 0.7166459768554436, 0.3665740477704065), (31, 0.37586278138967333, 0.9470480840306477), (32, 0.2018524209568655, 0.12072256677338478), (33, 0.005308071194228159, 0.7232118636633981), (34, 0.3393438604855491, 0.7377934761380961), (35, 0.6276022748517874, 0.29244061940624566), (36, 0.045848133983252826, 0.09467257138765883), (37, 0.047656874172571806, 0.7861073674983216), (38, 0.05802993924090183, 0.4127787522104367), (39, 0.06680002511922711, 0.27253524565985077), (40, 0.21979603747121979, 0.00839606539230564), (41, 0.35427413087116877, 0.46832369938549734), (42, 0.796835297315233, 0.1546319365273371), (43, 0.783726161229035, 0.11735504352350601), (44, 0.7454066962257877, 0.990635945205142), (45, 0.5555963243422162, 0.9782889480271001), (46, 0.36211087753364835, 0.19720120341902814), (47, 0.9159122560176165, 0.129489388792425), (48, 0.713650728136691, 0.0324634430864591), (49, 0.06496459605276539, 0.5333296287644776)]",3.9962183058622367
"[(0, 0.8559444928177347, 0.09564476749547379), (1, 0.6634337185446592, 0.6861755646190166), (2, 0.20618478503052529, 0.5266024692374036), (3, 0.890323839397511, 0.6615984652879432), (4, 0.2298592278141247, 0.17646226590880365), (5, 0.3578210044092237, 0.3743828247749863), (6, 0.9264687534498416, 0.1789302709221624), (7, 0.5862997121531676, 0.4406323806513076), (8, 0.1392748267367756, 0.8141786503909817), (9, 0.008463280205810442, 0.4211820504445254), (10, 0.9571976250532498, 0.6378130214142229), (11, 0.9818272554823537, 0.566087965817817), (12, 0.4607075305262933, 0.04662358559232127), (13, 0.11325589212658194, 0.9593865747455839), (14, 0.4518829798477363, 0.8211643599522386), (15, 0.6662475213402793, 0.6741286596165965), (16, 0.860807446096904, 0.26208333101019887), (17, 0.9435662986427439, 0.8823046676949559), (18, 0.6949860270162216, 0.6565260451280273), (19, 0.2678943050645308, 0.6856280375998343), (20, 0.6294734463195261, 0.2944686027172472), (21, 0.7619755445560932, 0.9326335737654796), (22, 0.6804752789674161, 0.5279920300770146), (23, 0.7458490091188442, 0.57771552803171), (24, 0.3409365370043038, 0.9484717045093272), (25, 0.6089503315593429, 0.32059197852576415), (26, 0.8566599684691582, 0.7105399148070238), (27, 0.5052082831668532, 0.4907112264567335), (28, 0.15906748710500107, 0.035791175677714615), (29, 0.8806779973254608, 0.646186732288863), (30, 0.20318141066685746, 0.008760148746995822), (31, 0.7409480713706713, 0.4627144105097951), (32, 0.7779519276589701, 0.9524961205953051), (33, 0.09216444656592648, 0.1026925301380085), (34, 0.21603901828861094, 0.9466832243548449), (35, 0.34074896021496015, 0.5400324464375064), (36, 0.1894422411311122, 0.6150225224792757), (37, 0.24586051177625945, 0.9112358226588003), (38, 0.6418447505035498, 0.633380112430312), (39, 0.023934645320501158, 0.36512288263045767), (40, 0.05692150876289559, 0.3382552309614324), (41, 0.4202742862390374, 0.5171255632779295), (42, 0.25014636455938155, 0.8256126168368562), (43, 0.05365185624417723, 0.04711676195208847), (44, 0.0017405445158874544, 0.08566532114420045), (45, 0.1362578087128713, 0.08398574998765918), (46, 0.022688908460293478, 0.1305805152449614), (47, 0.1574706150793428, 0.11247422796382789), (48, 0.28568000960435713, 0.7790051182874816), (49, 0.6785706766409394, 0.15525606665068215)]",3.0908675704712403
"[(0, 0.5938797595034614, 0.004590331411885029), (1, 0.6370807344429936, 0.2113630263043027), (2, 0.10320283846656653, 0.12737207054012756), (3, 0.3418509494443671, 0.2045820374409716), (4, 0.5928567892942174, 0.058973419533682736), (5, 0.11615152370615722, 0.6710688938397055), (6, 0.18207955729681302, 0.6055701516504658), (7, 0.047329719081732335, 0.0811147080791973), (8, 0.8049746205520829, 0.19492474193968434), (9, 0.8196280177639854, 0.3465782010932541), (10, 0.3876858103304641, 0.5126050054417786), (11, 0.8115434800132166, 0.21739466365347593), (12, 0.09032409992307144, 0.44086921251752653), (13, 0.6517198262157321, 0.2085303564580374), (14, 0.7978600942795769, 0.36873139315760506), (15, 0.5590611822513342, 0.4308063371147146), (16, 0.3313204330226547, 0.2833173722389388), (17, 0.08137682065279783, 0.46933674097515055), (18, 0.02685212673698678, 0.2512370905522733), (19, 0.31150464700017944, 0.37072220804050204), (20, 0.09442256955072892, 0.7649915839058405), (21, 0.4194245268873009, 0.7819024036525463), (22, 0.8798783723935921, 0.24539325762105735), (23, 0.6578520752668272, 0.11694863113424159), (24, 0.48454718073652847, 0.5170524155631495), (25, 0.8593117577346665, 0.4505445228496989), (26, 0.5089288146836966, 0.0740761312306073), (27, 0.015305880030874519, 0.10734230419132118), (28, 0.6974940039704635, 0.41312381031716816), (29, 0.34152716077422285, 0.0656767403645222), (30, 0.8845773853180136, 0.184177874411936), (31, 0.9724608708789472, 0.6595948045461931), (32, 0.2014316320099051, 0.8121622306896842), (33, 0.43774793051611927, 0.021569232897858392), (34, 0.4969697699350951, 0.8155063577296653), (35, 0.661785920984601, 0.385279926057819), (36, 0.9295600915675623, 0.03223863491421597), (37, 0.6540103298914387, 0.2968149623702292), (38, 0.7797004563042643, 0.7619534763322132), (39, 0.27658842011633156, 0.19137039540109868), (40, 0.4625329561487016, 0.6312606846679383), (41, 0.6694112530301647, 0.856820234220149), (42, 0.1335537814856188, 0.26078380168125037), (43, 0.6988931315714098, 0.45103921327675667), (44, 0.905000062762784, 0.6664505417467762), (45, 0.7167343974306821, 0.3635486095416176), (46, 0.47249675363404897, 0.39246450042727954), (47, 0.22008873093873604, 0.7057173280220387), (48, 0.8457105929803939, 0.3971781846978788), (49, 0.02110730313348408, 0.04598618242931052)]",1.3543762521086018
"[(0, 0.0037270849389740013, 0.09213020551143591), (1, 0.2533260824389756, 0.2756678454179916), (2, 0.14504272985202993, 0.7883260401670563), (3, 0.9970612423580834, 0.08812845372603961), (4, 0.38243300312927975, 0.6416363231599165), (5, 0.5713626991162937, 0.019414249544889906), (6, 0.6304121928170194, 0.7396975149602409), (7, 0.5534875389507304, 0.4126639188804835), (8, 0.79311071959382, 0.11804486066055364), (9, 0.026307055655376277, 0.06862826981870807), (10, 0.05168243662083072, 0.5236806996198117), (11, 0.03706917347727834, 0.8720684138003281), (12, 0.4602537368966937, 0.03847462209344543), (13, 0.9559712911868762, 0.9979220444067235), (14, 0.6182470845571859, 0.9021546578302776), (15, 0.23189259145815921, 0.4021514847517972), (16, 0.18226125463360765, 0.9357814159816015), (17, 0.27257599646013864, 0.3025405862170121), (18, 0.2932587303121291, 0.5712736317055844), (19, 0.9060489607011282, 0.6403347526812082), (20, 0.8632613478892456, 0.18733852858219124), (21, 0.7920030092074587, 0.48956172038818524), (22, 0.51628184748039, 0.8005442971978839), (23, 0.2282449333051929, 0.36313820943831754), (24, 0.2962543672384702, 0.8961328885166137), (25, 0.3479530951299279, 0.3255195843556562), (26, 0.4848930607110127, 0.625315849034615), (27, 0.5845869764074342, 0.2338292409725815), (28, 0.5382674571247047, 0.24093784473724655), (29, 0.16776378679693138, 0.7057960206102774), (30, 0.7144826552119937, 0.2101905609024749), (31, 0.9996056165097555, 0.5413260936531055), (32, 0.5551424130280048, 0.14355332954432787), (33, 0.40860954148302875, 0.24460880419207454), (34, 0.9954351873143651, 0.2618149616845046), (35, 0.26265304137392953, 0.6712342660222471), (36, 0.20664112515478872, 0.9823426552698581), (37, 0.8903544328718164, 0.46325056789689956), (38, 0.690518745142472, 0.0782074513170864), (39, 0.47314912823807, 0.7991975465873212), (40, 0.33342633606822414, 0.49138277748489123), (41, 0.8532654420359898, 0.4753935000332752), (42, 0.16915544539009397, 0.1887254656563926), (43, 0.11864352518856269, 0.7767418483859042), (44, 0.17839636408743464, 0.40857907308080277), (45, 0.12302683744136111, 0.24096122549147714), (46, 0.3169918989353342, 0.8220645845234211), (47, 0.5057790183913764, 0.740851959777805), (48, 0.0724657960486601, 0.14726276506380032), (49, 0.9891061427807303, 0.3998605834359804)]",2.6623872375596123
"[(0, 0.704575034868269, 0.9747637299667342), (1, 0.6377700321370282, 0.9482501644503407), (2, 0.9862393546134328, 0.18219019502732448), (3, 0.11192790896146154, 0.3363892250131486), (4, 0.5576720676979336, 0.8729211927477322), (5, 0.4561162271036554, 0.4073749519216492), (6, 0.5233401115785985, 0.7335251926218888), (7, 0.8090367817446485, 0.3344809655160431), (8, 0.026456312131303505, 0.030052767416345993), (9, 0.3550513498929594, 0.8596334445758337), (10, 0.9918562756218738, 0.5422030992296004), (11, 0.7001717364984614, 0.5071439367995836), (12, 0.7188688682287712, 0.22785101435474364), (13, 0.2957399835742861, 0.5704986171501639), (14, 0.1309892458386952, 0.10964678322111099), (15, 0.4623319533589565, 0.1036600568723598), (16, 0.3274958380667692, 0.4113414534327594), (17, 0.697164726484248, 0.008089796357123591), (18, 0.8201505220264781, 0.3698149563210318), (19, 0.6133345866293688, 0.29840899529221054), (20, 0.6553782664656702, 0.28964187046503354), (21, 0.43201839684659404, 0.9120868539776185), (22, 0.786865638081895, 0.5896463457299751), (23, 0.4455228576751191, 0.8184723658605545), (24, 0.006578368888438213, 0.10819476410708495), (25, 0.04286328760625957, 0.8466770761592701), (26, 0.18028078931541935, 0.4055905979949018), (27, 0.26618806898766156, 0.5902105793105743), (28, 0.9846810989163766, 0.5597138622661215), (29, 0.02961798789850223, 0.7080915270976572), (30, 0.47390687088182937, 0.49273105590837385), (31, 0.4061658220872212, 0.48046933410705484), (32, 0.4901312222560459, 0.3719698020376362), (33, 0.468942352413558, 0.43845911339799226), (34, 0.4078562201820909, 0.2535739518717508), (35, 0.07253472923417137, 0.6654639733315094), (36, 0.19661167830518367, 0.22363788558733588), (37, 0.5699647536070116, 0.22861629021950403), (38, 0.818474775325541, 0.4321509570029769), (39, 0.12015603258917629, 0.9014171895041291), (40, 0.11952208729204372, 0.3510046609840122), (41, 0.6934659292707995, 0.06633591315189158), (42, 1.9657201823397585e-05, 0.4965258398653337), (43, 0.017868598621624154, 0.7614748539693769), (44, 0.5735422906753012, 0.35773099269101616), (45, 0.6526343086966426, 0.29475743995963855), (46, 0.9825128237502896, 0.1043050441933292), (47, 0.7324726337532723, 0.6097704567700045), (48, 0.6854660055442632, 0.7164074568201416), (49, 0.2030908128788419, 0.1601854536195576)]",2.5690133301371056
"[(0, 0.3846215639216959, 0.3510434404443399), (1, 0.4569573798760622, 0.7451846929930914), (2, 0.18728188088427422, 0.2604903364857981), (3, 0.6945898484363923, 0.03299542400768751), (4, 0.3016458359592433, 0.18278044775959512), (5, 0.3242538456506543, 0.6681922962692494), (6, 0.6453451859009719, 0.3601711699545497), (7, 0.027908026539623654, 0.6851625563840673), (8, 0.7729084486617364, 0.24086597520842323), (9, 0.4991650899915441, 0.5527606896691537), (10, 0.9879244047311858, 0.17632927597227477), (11, 0.14712491056105537, 0.8139470181275716), (12, 0.6187787622634021, 0.27938733676171035), (13, 0.5740103423581855, 0.7893458260674976), (14, 0.4518169955324469, 0.1928883175697097), (15, 0.7743873305060249, 0.35453526496655663), (16, 0.061830922481703965, 0.2974954294019758), (17, 0.24519814571197607, 0.33487940400513516), (18, 0.1541886274960308, 0.2993850041111732), (19, 0.7035089790039372, 0.7172688391865327), (20, 0.10647913682827836, 0.49843328890741456), (21, 0.5209632718726803, 0.9038746468550652), (22, 0.8383821024151268, 0.5116000484179044), (23, 0.3903306428530937, 0.8291007427823885), (24, 0.7345831276628083, 0.14513445433313932), (25, 0.7688313503571828, 0.4469775954198538), (26, 0.037840432828396, 0.2786963099857569), (27, 0.3800490423279935, 0.6538297729087781), (28, 0.6645656741049549, 0.5263858107838713), (29, 0.7775975914155064, 0.01819794184804735), (30, 0.6679074349171821, 0.11149422008484389), (31, 0.3021626106460853, 0.41890506712918063), (32, 0.5484121269856685, 0.08838543553892408), (33, 0.2268440866088396, 0.4742561237887829), (34, 0.7506339963938858, 0.8018903083840997), (35, 0.4340391566683496, 0.8551598865988931), (36, 0.2414873468395261, 0.8037834081227763), (37, 0.29741081098915, 0.12409605907049626), (38, 0.6837590797922566, 0.760197296661352), (39, 0.4655163623649128, 0.8768943735022993), (40, 0.14798796593109398, 0.7367062593457784), (41, 0.09798626411815925, 0.9944211399270186), (42, 0.7216810735301804, 0.8836928838203262), (43, 0.0995543655556469, 0.5282117204621318), (44, 0.8075534154266891, 0.8333275540557769), (45, 0.46641113530365497, 0.8772038991206805), (46, 0.8540446180190098, 0.8288469637156126), (47, 0.28174133931077927, 0.21028965626107388), (48, 0.3919345530253191, 0.7821178453643151), (49, 0.407426128696425, 0.8438535441113395)]",2.551751028638976
"[(0, 0.3399617534099363, 0.9954431779945819), (1, 0.841988764072734, 0.48583190107036156), (2, 0.23142697305861593, 0.18975372045977035), (3, 0.6620933260646849, 0.38820353842414856), (4, 0.07997658000648511, 0.5063719412268182), (5, 0.450000944264779, 0.4239759888308746), (6, 0.45657615907961446, 0.2406935057277445), (7, 0.8784427914594456, 0.33757847112029016), (8, 0.6819636763259996, 0.8058520181552887), (9, 0.8732445018724911, 0.8135946693705277), (10, 0.7184616630990339, 0.15331727985534416), (11, 0.965328982571973, 0.978832681429547), (12, 0.3112941025888476, 0.8880500687816056), (13, 0.7128908429446587, 0.7443336555122815), (14, 0.648992220917681, 0.5700955106657069), (15, 0.1067576805394147, 0.8204170056561876), (16, 0.6508195965312707, 0.37643297398261344), (17, 0.5675001584500488, 0.7467183387942743), (18, 0.1469950263746227, 0.5345373818263004), (19, 0.6753757968549393, 0.39887659660080876), (20, 0.48966107413043547, 0.8822411189522883), (21, 0.40478086126360224, 0.3761221217685198), (22, 0.18014079387151027, 0.137510779272895), (23, 0.8155923010615956, 0.6985426648362268), (24, 0.6108715851047826, 0.22533928809793602), (25, 0.05904171768927924, 0.8464843830904585), (26, 0.16451333607698604, 0.4897036585858753), (27, 0.6063314150653634, 0.05706279606565756), (28, 0.9776161438824326, 0.11137460400018329), (29, 0.3393625454399485, 0.31376230852896225), (30, 0.4457738925770247, 0.5556371658408277), (31, 0.9835797801838376, 0.598146731478908), (32, 0.368780689323699, 0.061436053171466054), (33, 0.5360197561505088, 0.5413377229057801), (34, 0.8183202661672062, 0.3989087430327616), (35, 0.9380292872983769, 0.3164755173199294), (36, 0.48261307865541936, 0.8047606839944542), (37, 0.39379113585332326, 0.21165500308416485), (38, 0.10545069052264722, 0.6657588228177044), (39, 0.560521469241569, 0.6065100550893217), (40, 0.2888023288558368, 0.6540195966494943), (41, 0.6073210866537029, 0.4713661951180167), (42, 0.980146107015623, 0.4053837169832184), (43, 0.016485678860153175, 0.49275779089533156), (44, 0.8969394789185546, 0.2083869905490694), (45, 0.6747540777567469, 0.8936403154870758), (46, 0.4388991804927631, 0.8842850576104754), (47, 0.7718758732085914, 0.7514613567296006), (48, 0.49831227511070963, 0.24679416932747988), (49, 0.3351087862885165, 0.6193671054251799)]",3.191043100929478
"[(0, 0.8656544978366763, 0.8852882655447059), (1, 0.37736391671430103, 0.8677663857830431), (2, 0.7955982699387828, 0.5169377549846862), (3, 0.1400706664324386, 0.970022096498538), (4, 0.27180280976118665, 0.5294596825770012), (5, 0.071748628067283, 0.5755016935006975), (6, 0.588362236250146, 0.05627766577066662), (7, 0.4090941254209576, 0.025327337542206285), (8, 0.9446541902936921, 0.015224146235377267), (9, 0.6960956605150707, 0.3006500272232866), (10, 0.11843162899793724, 0.17147587546887733), (11, 0.2948002416037362, 0.31349971893096884), (12, 0.9669757358767875, 0.39365731747193977), (13, 0.036943993136478004, 0.6319323610372741), (14, 0.9669889180078534, 0.07588922182026514), (15, 0.0831219393231738, 0.31922904504954064), (16, 0.2039000214140836, 0.3639464068136187), (17, 0.5442110045873579, 0.275794873106855), (18, 0.1924510651559017, 0.17076081596512693), (19, 0.4900748295203844, 0.9719409993870637), (20, 0.8282624780779769, 0.3569238594565305), (21, 0.7840445827540393, 0.32279664539849084), (22, 0.7139734327744399, 0.9817948307485231), (23, 0.03961314038804142, 0.8642448168965153), (24, 0.9073704311404178, 0.6309330912922285), (25, 0.8229645945473654, 0.4172604242968071), (26, 0.17033923931090467, 0.32298970734597743), (27, 0.6718922314689479, 0.43869392736364965), (28, 0.2859429957547518, 0.34665635181706067), (29, 0.43684258426368205, 0.4056477997699095), (30, 0.08399886236018494, 0.5465968247590713), (31, 0.3160306658477223, 0.28203074256986316), (32, 0.08038592180293713, 0.3726570076641501), (33, 0.23082022973339933, 0.04924417373619572), (34, 0.648508681182597, 0.2390260280801082), (35, 0.9237862944335258, 0.3805041308184016), (36, 0.9920767344894572, 0.256975566783351), (37, 0.6511802382287136, 0.7572361688631436), (38, 0.40887722096416346, 0.31932923774164357), (39, 0.0673807322841955, 0.24058283503090716), (40, 0.581885605476035, 0.14599470122090874), (41, 0.17588438877621337, 0.13729408225592188), (42, 0.229375677982264, 0.6034905563079073), (43, 0.3212100833669089, 0.2052374572420278), (44, 0.6750854687472542, 0.04291222223393709), (45, 0.0045016631154128905, 0.8823271854156196), (46, 0.5459007932770602, 0.5143474413981582), (47, 0.916527214503258, 0.5766575277401244), (48, 0.21288795222147705, 0.8802362777928159), (49, 0.7229117524772011, 0.15174828145922936)]",2.653354116693536
"[(0, 0.8813697965911885, 0.8275916343585512), (1, 0.5774885897564014, 0.8992694401703143), (2, 0.9037386776110121, 0.28537124847438144), (3, 0.20290913102179142, 0.345698812253567), (4, 0.2326994851215053, 0.204723056667525), (5, 0.13729377664144315, 0.8896260242591231), (6, 0.17529704042598537, 0.3496835383215581), (7, 0.4666558196128122, 0.8784553836103078), (8, 0.7804952775831648, 0.5356924046953377), (9, 0.44469072040867463, 0.38989277400671474), (10, 0.6806248099381818, 0.2642878087899363), (11, 0.8131148441771281, 0.883779222309784), (12, 0.790908922454961, 0.5549779491683199), (13, 0.5595497085244878, 0.7565002361660784), (14, 0.8382318234617061, 0.7910105168258693), (15, 0.49328981727222176, 0.4778562770942729), (16, 0.7285918286905814, 0.48765575171225395), (17, 0.14687152514733004, 0.8529142561041385), (18, 0.5831360080387256, 0.5033569656770683), (19, 0.5958049721096476, 0.47636545312882084), (20, 0.26062356717216784, 0.4198955135730954), (21, 0.5098179075186189, 0.32936589344082357), (22, 0.323192057923249, 0.34227799009339577), (23, 0.6428934776781048, 0.016348451917361673), (24, 0.5815896707465346, 0.2790524328602918), (25, 0.09823454096227036, 0.9794186604391315), (26, 0.10550456155318155, 0.6422987609423846), (27, 0.9714774798883199, 0.9896175645446791), (28, 0.24366312469124818, 0.7947214026313689), (29, 0.8097044759618391, 0.7171132717182777), (30, 0.05041739798063338, 0.18823181883231754), (31, 0.06778205511796376, 0.36802996210082994), (32, 0.12098116289808192, 0.46683947005342163), (33, 0.3644780549123162, 0.06330646391552663), (34, 0.4438808459829192, 0.4405711352832955), (35, 0.2976768658043677, 0.7143374458357108), (36, 0.6724491473226458, 0.4232404299137509), (37, 0.8094042720957028, 0.06290749054760592), (38, 0.9175879219015032, 0.02112675436966982), (39, 0.5298668016616255, 0.8412514625487378), (40, 0.44170708620338084, 0.6978919092171563), (41, 0.24063020798407253, 0.8400605534124664), (42, 0.9265618938387781, 0.44724259289681445), (43, 0.15900393928031697, 0.9695833357278412), (44, 0.5969749272551387, 0.012275801924862106), (45, 0.6656932739794292, 0.5831501091364307), (46, 0.9020033525416972, 0.9317238476350373), (47, 0.6593235188252724, 0.5655304173682608), (48, 0.5819466278668102, 0.7329395512135771), (49, 0.11312650547069747, 0.08728553257814153)]",3.6989248063408215
"[(0, 0.5756046080802368, 0.9120677709651711), (1, 0.808258313456897, 0.5352304493908451), (2, 0.24066665685083766, 0.7597191747513969), (3, 0.6035474239129137, 0.9487453631103211), (4, 0.085984338837225, 0.6521459272359557), (5, 0.7638519439204965, 0.5315300941124708), (6, 0.5813733843845412, 0.9458724291081352), (7, 0.9672637036960882, 0.7938757478876779), (8, 0.8593386313022897, 0.01504515243029525), (9, 0.27625752575096474, 0.8604450202358257), (10, 0.12929139694482816, 0.8778907680869003), (11, 0.5301322880980065, 0.2534938936775969), (12, 0.25288524145468516, 0.18148510367456172), (13, 0.5750021745512535, 0.6236713857644334), (14, 0.7589973981062456, 0.7766014788648178), (15, 0.015475893364565785, 0.38138182543408694), (16, 0.8750577422138234, 0.1119965718253163), (17, 0.026461507380603155, 0.6742721580288189), (18, 0.8178300586444476, 0.05916014787883839), (19, 0.8586883689979734, 0.04592941223314584), (20, 0.967603497377092, 0.5718156257470677), (21, 0.666031042229242, 0.7929740215771869), (22, 0.05705387013877061, 0.23894411713194674), (23, 0.9355191658239554, 0.7839005558277067), (24, 0.9056125937041352, 0.4220424903574266), (25, 0.20344143025387174, 0.04967946600771034), (26, 0.33676564808481546, 0.39237590877813544), (27, 0.8731772381118736, 0.3772559701488162), (28, 0.44570431473656547, 0.9755270673408901), (29, 0.7946524942817599, 0.7801611925713292), (30, 0.929222149692895, 0.8319476205121329), (31, 0.4164825251775873, 0.48482961685833337), (32, 0.9175231416900184, 0.8002210417483342), (33, 0.02186788253517069, 0.6264734132456033), (34, 0.9445488187085456, 0.7088241222402182), (35, 0.12647885463177444, 0.31228800641291243), (36, 0.0184654606808905, 0.007747817015891001), (37, 0.08170778557872405, 0.31754620433218184), (38, 0.5454516836608572, 0.1944187673218002), (39, 0.9588156533666419, 0.4415992330556615), (40, 0.7639518103967323, 0.05547546257616498), (41, 0.8905758341852719, 0.4877933140016558), (42, 0.25824606404756834, 0.8983048138879075), (43, 0.8222499493597566, 0.9024527803783153), (44, 0.9818028412392408, 0.8982311531531177), (45, 0.6671174616464558, 0.21162122866273125), (46, 0.5101323179543399, 0.05028273553891427), (47, 0.6908642008707254, 0.19277210719902282), (48, 0.9006773268508889, 0.3270529066673782), (49, 0.9328455259157915, 0.2747671194981085)]",4.079343478678308
"[(0, 0.3592061268171789, 0.7855560570175592), (1, 0.3274965465195493, 0.9961371141074309), (2, 0.05565022699004951, 0.8693509036626041), (3, 0.4777273037917844, 0.5074361403108338), (4, 0.24447848978440823, 0.8628576451925752), (5, 0.762255543154389, 0.03912903999381734), (6, 0.05178638071557906, 0.6661089117119446), (7, 0.22461060155773682, 0.35246009259013233), (8, 0.6504409407261112, 0.9877288130527531), (9, 0.1222167539262593, 0.7165903955227592), (10, 0.2365371371182251, 0.924202264469491), (11, 0.714027447056217, 0.594530698661993), (12, 0.17614398679076726, 0.9898928323286685), (13, 0.02898432327653877, 0.1567743839577106), (14, 0.31788939546475925, 0.15023234936981178), (15, 0.5843946600556458, 0.40327755138763155), (16, 0.9506002790224817, 0.39848819826358406), (17, 0.10070810492568893, 0.006405999071011692), (18, 0.9858987540307292, 0.735809978113822), (19, 0.9680771402310876, 0.325984613142175), (20, 0.9797148534935465, 0.3152984605657708), (21, 0.07330265887353438, 0.8638539835076436), (22, 0.9879200574905332, 0.8238318243373741), (23, 0.5470805404992678, 0.9166837799831951), (24, 0.9106849051337187, 0.5645556804466114), (25, 0.027326957279504183, 0.8166611169686101), (26, 0.2977082759820918, 0.8299937156518771), (27, 0.8337389965806287, 0.1272667165681236), (28, 0.21810435001229467, 0.5167246825125024), (29, 0.42018991348832857, 0.06332932169561767), (30, 0.571383004422621, 0.10464900285071166), (31, 0.4988372507117256, 0.6463135430503725), (32, 0.5557613591178445, 0.5058977957204611), (33, 0.7360007455912746, 0.9122057880938468), (34, 0.9099456025505981, 0.4249757973220284), (35, 0.45011674621205267, 0.4155577669614683), (36, 0.3377369479033452, 0.6530819490710409), (37, 0.8311423032085734, 0.44170009321199066), (38, 0.7636051977106091, 0.5180319395922545), (39, 0.6251631455890478, 0.6130405469114294), (40, 0.7874787568291677, 0.759348965653885), (41, 0.8024339700065956, 0.36668160310492826), (42, 0.2837871038906661, 0.5918319212000618), (43, 0.7604973067046655, 0.9920126610882829), (44, 0.23385983702040203, 0.9430222027095652), (45, 0.1408706536137142, 0.3144357161083322), (46, 0.787955965283444, 0.24242576138867222), (47, 0.234144445399322, 0.34374949639759433), (48, 0.5100473480382024, 0.28847950724491045), (49, 0.9000733112610168, 0.4007868565511543)]",3.6905508123069
